PT코드,차단단위수,단독차단수,예시_굿즈명,WMS_sync_parts,Sincerely_규격_참고,분류,규격_입력(가로x세로x높이mm)
PT2971,3,1,메시지캐리어파우치,부재(레코드추가),,실측필요,
PT0597,3,1,Solid 커스텀 G형박스,부재(레코드추가),252x210x95 펼침645*703,3D_복사가능,
PT1621,3,1,클래시 차량용 방향제,부재(레코드추가),24x24x61,3D_복사가능,
PT5379,3,1,심볼 NFC 키링 [2],부재(레코드추가),,실측필요,
PT5355,3,1,하우스 핸드타월,부재(레코드추가),25x3.5,2D_P1파서필요,
PT4507,3,1,팝업스토어 피규어 세트,부재(레코드추가),,실측필요,
PT4564,3,0,브랜드팝클리어키링,부재(레코드추가),,실측필요,
PT4971,3,0,브릭메모&캘린더스탠드,부재(레코드추가),,실측필요,
PT4968,3,0,브릭메모&캘린더스탠드,존재(규격공백),,실측필요,
PT3612,3,0,리유저블캘린더,존재(규격공백),,실측필요,
PT1925,3,0,리유저블캘린더,부재(레코드추가),,실측필요,
PT4688,3,0,밸류무선충전마우스패드,부재(레코드추가),,실측필요,
PT4684,3,0,밸류무선충전마우스패드,부재(레코드추가),,실측필요,
PT0868,3,0,마그넷오프너,부재(레코드추가),69X45,2D_P1파서필요,
PT1364,3,0,애드온뱃지,부재(레코드추가),30x30이내,2D_P1파서필요,
PT4352,3,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT1380,3,0,에디션골프공6구,부재(레코드추가),,실측필요,
PT3400,3,0,스탠리데일리텀블러,존재(규격공백),,실측필요,
PT2561,3,0,프리미엄스트링후드집업(F/W)_추가제작,존재(규격공백),,실측필요,
PT5013,3,0,몰스킨2026다이어리,존재(규격공백),,실측필요,
PT5011,3,0,몰스킨2026다이어리,존재(규격공백),,실측필요,
PT0716,3,0,내추럴노트,부재(레코드추가),,실측필요,
PT4277,3,0,심볼릭스테들러:형광펜4종세트,부재(레코드추가),,실측필요,
PT2465,3,0,드레스업손거울,부재(레코드추가),95x166x6,3D_복사가능,
PT2467,3,0,드레스업손거울,부재(레코드추가),,실측필요,
PT1511,3,0,유니크디퓨저[1],부재(레코드추가),73x180.5x61 펼침282*180,3D_복사가능,
PT2569,3,0,유니크디퓨저[1],존재(규격공백),,실측필요,
PT1506,3,0,유니크디퓨저[1],부재(레코드추가),,실측필요,
PT3668,3,0,유니크디퓨저[1],존재(규격공백),,실측필요,
PT2692,3,0,유니크디퓨저[1],존재(규격공백),,실측필요,
PT2558,3,0,에디션골프공6구,부재(레코드추가),,실측필요,
PT2595,3,0,풀커버스프링노트,존재(규격공백),,실측필요,
PT3617,3,0,풀커버스프링노트,존재(규격공백),,실측필요,
PT1746,3,0,풀커버스프링노트,부재(레코드추가),,실측필요,
PT5025,3,0,시그니처다이어리(그레이)[1],부재(레코드추가),,실측필요,
PT4918,3,0,챔피언피규어트로피,존재(규격공백),,실측필요,
PT1845,3,0,홈카페코스터,부재(레코드추가),97x97,2D_P1파서필요,
PT1722,3,0,포시즌블랭킷(무릎담요),부재(레코드추가),,실측필요,
PT1102,3,0,소프트터치블루투스키보드,부재(레코드추가),,실측필요,
PT0694,3,0,그래픽에코백,부재(레코드추가),,실측필요,
PT1642,3,0,클래시차량용방향제,부재(레코드추가),,실측필요,
PT3741,3,0,라미사파리펜(볼펜),존재(규격공백),,실측필요,
PT0801,3,0,라미사파리펜(볼펜),부재(레코드추가),,실측필요,
PT0799,3,0,라미사파리펜(볼펜),부재(레코드추가),179x65x22,3D_복사가능,
PT4662,3,0,베이직무선충전마우스패드[1],부재(레코드추가),,실측필요,
PT5199,3,0,브릭메모&캘린더스탠드2.0,부재(레코드추가),"세트만 조립 완료기준
144×32×45mm (메모패드, 피규어 사이즈 제외)",3D_복사가능,
PT3219,3,0,더블업트래블파우치(Large)_단품,부재(레코드추가),,실측필요,
PT4163,3,0,하이업노트북폴딩스탠드,부재(레코드추가),,실측필요,
PT3619,3,0,클리어리유저블컵(스탠다드),존재(규격공백),,실측필요,
PT4786,3,0,해피웨이런치백(단품),존재(규격공백),,실측필요,
PT4774,3,0,해피웨이런치백(단품),부재(레코드추가),가로250x높이225x폭15mm,3D_복사가능,
PT1140,3,0,스탠드-업칫솔,부재(레코드추가),,실측필요,
PT4624,3,0,카드트레이피규어세트,부재(레코드추가),,실측필요,
PT4542,3,0,헬로 카드형 USB,존재(규격공백),,실측필요,
PT4496,3,0,헬로 카드형 USB,부재(레코드추가),,실측필요,
PT5109,3,0,킵세이프마그넷배터리Max,부재(레코드추가),,실측필요,
PT3725,3,0,미니가든피규어세트[1],존재(규격공백),,실측필요,
PT2092,3,0,리마커블 칫솔살균기,부재(레코드추가),,실측필요,
PT3279,3,0,액티브스포츠타월,부재(레코드추가),220x15,2D_P1파서필요,
PT4253,3,0,Brandfit커스텀쇼핑백,부재(레코드추가),260x100x360,3D_복사가능,
PT5012,3,0,몰스킨 데일리 노트,존재(규격공백),,실측필요,
PT5010,3,0,몰스킨 데일리 노트,존재(규격공백),,실측필요,
PT5378,3,0,심볼 NFC 키링 [1],존재(규격공백),,실측필요,
PT3930,3,0,스탠딩 휴대용 선풍기 | LUMENA,부재(레코드추가),,실측필요,
PT3253,3,0,프라우드 메모패드,부재(레코드추가),,실측필요,
PT5372,3,0,스탠바이 빅팬선풍기,부재(레코드추가),,실측필요,
PT5365,3,0,스탠바이 빅팬선풍기,존재(규격공백),,실측필요,
PT5377,3,0,스탠바이 빅팬선풍기,존재(규격공백),,실측필요,
PT5285,3,0,아트워크 타월,존재(규격공백),,실측필요,
PT5284,3,0,아트워크 타월,부재(레코드추가),,실측필요,
PT4565,3,0,브랜드팝 클리어 키링,부재(레코드추가),,실측필요,
PT5383,3,0,슬림 터보선풍기,존재(규격공백),,실측필요,
PT5300,3,0,솔리드 레디백,존재(규격공백),,실측필요,
PT5280,3,0,솔리드 레디백,존재(규격공백),,실측필요,
PT5252,3,0,솔리드 레디백,부재(레코드추가),,실측필요,
PT1365,2,2,애드온뱃지,부재(레코드추가),30x30이내,2D_P1파서필요,
PT3645,2,2,Stationery페이퍼박스,존재(규격공백),,실측필요,
PT5295,2,2,모먼트 골드스파클 [1],부재(레코드추가),,실측필요,
PT5433,2,2,Lite 스트랩 박스,존재(규격공백),,실측필요,
PT0614,2,1,Solid커스텀G형박스(S사이즈),부재(레코드추가),160x210x40 펼침327*531,3D_복사가능,
PT0564,2,1,RE:CUP(리컵)_12oz,부재(레코드추가),,실측필요,
PT1696,2,1,퍼블랭킷(무릎담요),부재(레코드추가),720x1000,2D_P1파서필요,
PT0677,2,1,그래픽에코백,부재(레코드추가),340x380(어깨끈32cm),3D_복사가능,
PT3035,2,1,Tailored스트랩박스:지지박스,부재(레코드추가),,실측필요,
PT3981,2,1,라이트캘린더,부재(레코드추가),90x157x70 (세웠을때 높이 153),3D_복사가능,
PT3615,2,1,굿스타트슈즈백(키트),존재(규격공백),,실측필요,
PT3682,2,1,오토매틱와인오프너,존재(규격공백),,실측필요,
PT1393,2,1,에디션골프공6구,존재(규격공백),,실측필요,
PT4937,2,1,슈가케인펜,부재(레코드추가),,실측필요,
PT1021,2,1,브랜드스트랩단우산,부재(레코드추가),240x60,2D_P1파서필요,
PT1223,2,1,스펙트럼컬러펜,부재(레코드추가),,실측필요,
PT3657,2,1,스트레치사원증홀더,존재(규격공백),,실측필요,
PT4025,2,1,굿데이볼캡,존재(규격공백),,실측필요,
PT1805,2,1,플레인USB,부재(레코드추가),,실측필요,
PT5068,2,1,아임히어리플렉터키링,부재(레코드추가),"키링 : 70x70mm
와이어링 : 50x50mm",3D_복사가능,
PT1513,2,1,미니가든 피규어 세트 [2],존재(규격공백),,실측필요,
PT3817,2,1,인마이백 피크닉매트,존재(규격공백),,실측필요,
PT1013,2,1,브랜드 스트랩 단우산,부재(레코드추가),,실측필요,
PT2464,2,1,드레스업 손거울,부재(레코드추가),95x166x6,3D_복사가능,
PT5165,2,1,모뉴먼트 블랙 트로피,부재(레코드추가),75x200x40mm,3D_복사가능,
PT5374,2,1,스탠바이 빅팬선풍기,부재(레코드추가),,실측필요,
PT3810,2,1,인마이백 피크닉매트,부재(레코드추가),"돗자리 : 2,00x1,400
파우치 : 175x145",3D_복사가능,
PT1849,2,1,홈카페 코스터,부재(레코드추가),,실측필요,
PT1801,2,1,페이퍼샤쉐[3],존재(규격공백),,실측필요,
PT5155,2,1,챔피언 피규어 트로피_추가제작,부재(레코드추가),,실측필요,
PT3254,2,0,프라우드메모패드(블랙),부재(레코드추가),,실측필요,
PT3255,2,0,프라우드메모패드(블랙),부재(레코드추가),,실측필요,
PT4798,2,0,밀크에코컵,부재(레코드추가),,실측필요,
PT1370,2,0,애드온뱃지,부재(레코드추가),40x40이내,2D_P1파서필요,
PT1665,2,0,클립아트펜,부재(레코드추가),,실측필요,
PT1666,2,0,클립아트펜,부재(레코드추가),,실측필요,
PT1888,2,0,디자이너노트,부재(레코드추가),,실측필요,
PT0779,2,0,디자이너노트,부재(레코드추가),138x200mm,2D_P1파서필요,
PT1859,2,0,디자이너노트,부재(레코드추가),,실측필요,
PT0992,2,0,버티컬무선충전패드,부재(레코드추가),,실측필요,
PT4333,2,0,히트업손난로보조배터리,부재(레코드추가),30x60,2D_P1파서필요,
PT4372,2,0,히트업손난로보조배터리,존재(규격공백),,실측필요,
PT4330,2,0,히트업손난로보조배터리,존재(규격공백),,실측필요,
PT3151,2,0,미니멀스텐머그,부재(레코드추가),,실측필요,
PT1494,2,0,Open페이퍼박스(커스텀/Small),부재(레코드추가),143x206x29 펼침479*466,3D_복사가능,
PT4907,2,0,심볼아크릴트로피[1],부재(레코드추가),,실측필요,
PT4348,2,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT4351,2,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT1427,2,0,프리미엄스트링후드집업(F/W)_추가제작,부재(레코드추가),,실측필요,
PT5172,2,0,아너월넛트로피,부재(레코드추가),20x200x40mm,3D_복사가능,
PT5185,2,0,아너월넛트로피,존재(규격공백),,실측필요,
PT5182,2,0,아너월넛트로피,존재(규격공백),,실측필요,
PT5177,2,0,아너월넛트로피,부재(레코드추가),"1) 외경 : 153 x 233 x 60mm
2) 내경
-상짝 내부(화이트) : 140 x 220 x 20 mm
- 하짝 내부(블랙) : 125 x 205 x 30 mm
3) 리본(Ribbon)
- 색상 : Black
- 폭 : 10 mm
- 길이 : 약 320 mm (오차 범위 ±5mm)",3D_복사가능,
PT3203,2,0,Carryme와인잔(2입),존재(규격공백),,실측필요,
PT0457,2,0,Carryme와인잔(2입),부재(레코드추가),,실측필요,
PT3707,2,0,트래블2in1목베개,존재(규격공백),,실측필요,
PT3305,2,0,트래블2in1목베개,존재(규격공백),,실측필요,
PT3306,2,0,트래블2in1목베개,부재(레코드추가),,실측필요,
PT3311,2,0,트래블2in1목베개,부재(레코드추가),,실측필요,
PT3758,2,0,내추럴노트,존재(규격공백),,실측필요,
PT2682,2,0,내추럴노트,존재(규격공백),,실측필요,
PT4995,2,0,몰스킨2026다이어리,부재(레코드추가),130x210x11mm,3D_복사가능,
PT3696,2,0,모바일오피스파우치,존재(규격공백),,실측필요,
PT0891,2,0,모바일오피스파우치,부재(레코드추가),,실측필요,
PT5027,2,0,시그니처다이어리(그레이),부재(레코드추가),,실측필요,
PT2817,2,0,어텐션스포츠보틀,존재(규격공백),,실측필요,
PT2725,2,0,드레스업손거울,부재(레코드추가),106x15x170,3D_복사가능,
PT3604,2,0,슈가케인펜,존재(규격공백),,실측필요,
PT4936,2,0,슈가케인펜,부재(레코드추가),,실측필요,
PT3064,2,0,유니크디퓨저[1],부재(레코드추가),153x45,2D_P1파서필요,
PT3067,2,0,유니크디퓨저[1],부재(레코드추가),3x3x170,3D_복사가능,
PT3565,2,0,유니크디퓨저[1],존재(규격공백),,실측필요,
PT3056,2,0,유니크디퓨저[1],부재(레코드추가),,실측필요,
PT3589,2,0,에디션골프공6구,존재(규격공백),,실측필요,
PT3646,2,0,에디션골프공6구,존재(규격공백),,실측필요,
PT2026,2,0,브랜드-잇,부재(레코드추가),,실측필요,
PT4353,2,0,에센셜장우산(실버),부재(레코드추가),,실측필요,
PT0696,2,0,그립잇,부재(레코드추가),39x39,2D_P1파서필요,
PT4893,2,0,챔피언피규어트로피,부재(레코드추가),,실측필요,
PT3884,2,0,주차번호판피규어세트,부재(레코드추가),,실측필요,
PT4528,2,0,주차번호판피규어세트,부재(레코드추가),,실측필요,
PT2666,2,0,홈카페코스터,부재(레코드추가),,실측필요,
PT1207,2,0,스펙트럼컬러펜,존재(규격공백),,실측필요,
PT4252,2,0,Brandfit커스텀쇼핑백[1],부재(레코드추가),180x100x250,3D_복사가능,
PT1675,2,0,톤앤톤쿨러백(단품),부재(레코드추가),최대180x180,2D_P1파서필요,
PT4543,2,0,디스플레이피규어세트,존재(규격공백),,실측필요,
PT4544,2,0,디스플레이피규어세트,존재(규격공백),,실측필요,
PT0689,2,0,그래픽에코백,부재(레코드추가),340x380(어깨끈32cm),3D_복사가능,
PT1624,2,0,클래시차량용방향제,부재(레코드추가),24x24x61,3D_복사가능,
PT3625,2,0,클래시차량용방향제,존재(규격공백),,실측필요,
PT2505,2,0,라미사파리펜(볼펜),존재(규격공백),,실측필요,
PT3717,2,0,프리미엄스트링후드집업(F/W),존재(규격공백),,실측필요,
PT1421,2,0,프리미엄스트링후드집업(F/W),부재(레코드추가),15x1400,2D_P1파서필요,
PT4248,2,0,베이직도킹형보조배터리,부재(레코드추가),,실측필요,
PT4738,2,0,월드와이드멀티어댑터,부재(레코드추가),,실측필요,
PT3089,2,0,쇼핑백,존재(규격공백),,실측필요,
PT3642,2,0,뮤지엄머그,존재(규격공백),,실측필요,
PT5143,2,0,파카조터XL볼펜,존재(규격공백),,실측필요,
PT5145,2,0,파카조터XL볼펜,존재(규격공백),,실측필요,
PT5117,2,0,파카조터XL볼펜,부재(레코드추가),140mm / 20g(심포함),2D_P1파서필요,
PT5130,2,0,파카조터XL볼펜,부재(레코드추가),,실측필요,
PT2898,2,0,내추럴노트,부재(레코드추가),,실측필요,
PT1999,2,0,Reinvent슬리브박스,부재(레코드추가),,실측필요,
PT3752,2,0,Reinvent슬리브박스,존재(규격공백),,실측필요,
PT0577,2,0,Reinvent슬리브박스,부재(레코드추가),250x210x95 펼침 620*249,3D_복사가능,
PT2710,2,0,Reinvent슬리브박스,존재(규격공백),,실측필요,
PT3059,2,0,유니크디퓨저,부재(레코드추가),153x45,2D_P1파서필요,
PT2773,2,0,리틀빅리유저블컵(반투명.아이보리)[1],부재(레코드추가),80x135 mm / 350ml,3D_복사가능,
PT3649,2,0,어텐션스포츠보틀,존재(규격공백),,실측필요,
PT4267,2,0,플러스멀티충전스테이션,부재(레코드추가),,실측필요,
PT4263,2,0,플러스멀티충전스테이션,부재(레코드추가),,실측필요,
PT4278,2,0,플러스멀티충전스테이션,존재(규격공백),,실측필요,
PT4571,2,0,브랜드팝클리어키링[1],부재(레코드추가),,실측필요,
PT4736,2,0,월드와이드멀티어댑터,부재(레코드추가),50×65×55mm,3D_복사가능,
PT4776,2,0,해피웨이런치백(단품),부재(레코드추가),,실측필요,
PT4787,2,0,해피웨이런치백(단품),존재(규격공백),,실측필요,
PT4777,2,0,해피웨이런치백(단품),부재(레코드추가),,실측필요,
PT4789,2,0,해피웨이런치백(단품),부재(레코드추가),,실측필요,
PT3266,2,0,모먼트일회용카메라,존재(규격공백),,실측필요,
PT3268,2,0,모먼트일회용카메라,부재(레코드추가),,실측필요,
PT3269,2,0,모먼트일회용카메라,부재(레코드추가),,실측필요,
PT3705,2,0,모먼트일회용카메라,존재(규격공백),,실측필요,
PT3267,2,0,모먼트일회용카메라,부재(레코드추가),115x30x60,3D_복사가능,
PT3185,2,0,더블업 트래블 파우치,부재(레코드추가),(압축후)400x290x130,3D_복사가능,
PT4491,2,0,셀렉티브전동오프너&와인잔세트,존재(규격공백),,실측필요,
PT0812,2,0,라미사파리펜(만년필),부재(레코드추가),182x67x28 펼침 180*215,3D_복사가능,
PT1969,2,0,라미사파리펜(만년필),부재(레코드추가),,실측필요,
PT2507,2,0,라미사파리펜(만년필),존재(규격공백),,실측필요,
PT5112,2,0,킵세이프마그넷배터리Max,부재(레코드추가),,실측필요,
PT0690,2,0,그래픽에코백,부재(레코드추가),,실측필요,
PT5249,2,0,데일리칫솔살균기|아이리버,부재(레코드추가),220×54×28.5,3D_복사가능,
PT5248,2,0,데일리칫솔살균기|아이리버,부재(레코드추가),,실측필요,
PT5279,2,0,데일리칫솔살균기|아이리버,존재(규격공백),,실측필요,
PT5306,2,0,데일리칫솔살균기|아이리버,부재(레코드추가),,실측필요,
PT5244,2,0,데일리칫솔살균기|아이리버,존재(규격공백),,실측필요,
PT5246,2,0,데일리칫솔살균기|아이리버,부재(레코드추가),215×54×28,3D_복사가능,
PT1516,2,0,미니가든피규어세트[1],존재(규격공백),,실측필요,
PT1023,2,0,브랜드스트랩단우산,부재(레코드추가),,실측필요,
PT1748,2,0,풀커버 스프링노트,부재(레코드추가),131x200,2D_P1파서필요,
PT5221,2,0,아이덴티티 스티커팩,부재(레코드추가),최대 80 x 80 mm,2D_P1파서필요,
PT4847,2,0,아이콘 케이블홀더 세트 [1],부재(레코드추가),,실측필요,
PT3931,2,0,스탠딩 휴대용 선풍기,부재(레코드추가),,실측필요,
PT4170,2,0,심볼릭스테들러:필기구4종세트,부재(레코드추가),케이스 45x170x17,3D_복사가능,
PT4621,2,0,카드트레이 피규어 세트,부재(레코드추가),,실측필요,
PT5242,2,0,미니어처 NFC 키링,부재(레코드추가),,실측필요,
PT3685,2,0,Carry me 와인잔,존재(규격공백),,실측필요,
PT4567,2,0,브랜드팝 클리어 키링,부재(레코드추가),,실측필요,
PT1565,2,0,컬러풀 노트패드,부재(레코드추가),110x180mm,2D_P1파서필요,
PT5288,2,0,모바일오피스파우치2.0,부재(레코드추가),,실측필요,
PT1635,2,0,클래시차량용방향제,부재(레코드추가),78x30,2D_P1파서필요,
PT3256,2,0,프라우드 메모패드,부재(레코드추가),130x250+40,3D_복사가능,
PT5360,2,0,하우스 핸드타월,존재(규격공백),,실측필요,
PT5364,2,0,하우스 핸드타월,존재(규격공백),,실측필요,
PT5385,2,0,슬림 터보선풍기,존재(규격공백),,실측필요,
PT4558,2,0,팝업스토어 피규어 세트,존재(규격공백),,실측필요,
PT4508,2,0,팝업스토어 피규어 세트,부재(레코드추가),,실측필요,
PT4557,2,0,팝업스토어 피규어 세트,존재(규격공백),,실측필요,
PT4509,2,0,팝업스토어 피규어 세트,부재(레코드추가),100x155,2D_P1파서필요,
PT3281,2,0,액티브 스포츠 타월,부재(레코드추가),,실측필요,
PT5369,2,0,어반 스텐 런치박스,존재(규격공백),,실측필요,
PT5381,2,0,어반 스텐 런치박스,존재(규격공백),,실측필요,
PT5367,2,0,어반 스텐 런치박스,부재(레코드추가),,실측필요,
PT5366,2,0,어반 스텐 런치박스,존재(규격공백),,실측필요,
PT4607,2,0,샤인 미러 키링,존재(규격공백),,실측필요,
PT4578,2,0,샤인 미러 키링,부재(레코드추가),,실측필요,
PT4582,2,0,샤인 미러 키링,부재(레코드추가),76x163,2D_P1파서필요,
PT4608,2,0,샤인 미러 키링,존재(규격공백),,실측필요,
PT5384,2,0,슬림 터보선풍기,부재(레코드추가),,실측필요,
PT1054,2,0,굿이너프 비치타월 [1],부재(레코드추가),,실측필요,
PT1842,1,1,홈카페코스터,부재(레코드추가),,실측필요,
PT2865,1,1,페이퍼링캘린더,부재(레코드추가),6x13,2D_P1파서필요,
PT1731,1,1,폴더블텀블러,부재(레코드추가),100x100x140,3D_복사가능,
PT1376,1,1,어썸그립,부재(레코드추가),77x103,2D_P1파서필요,
PT2618,1,1,포시즌블랭킷(무릎담요),부재(레코드추가),,실측필요,
PT5268,1,1,미르텀블러,부재(레코드추가),,실측필요,
PT5190,1,1,웜업스트링후드집업,부재(레코드추가),,실측필요,
PT4622,1,1,카드트레이피규어세트[2],부재(레코드추가),,실측필요,
PT4537,1,1,헬로카드형USB,부재(레코드추가),85x51x2,3D_복사가능,
PT2459,1,1,유니크디퓨저,부재(레코드추가),153x45,2D_P1파서필요,
PT4500,1,1,헬로카드형USB,부재(레코드추가),,실측필요,
PT1209,1,1,스펙트럼컬러펜,존재(규격공백),,실측필요,
PT1632,1,1,클래시차량용방향제,부재(레코드추가),78x30,2D_P1파서필요,
PT1402,1,1,에디트캘린더,부재(레코드추가),138x164,2D_P1파서필요,
PT2987,1,1,보관,부재(레코드추가),,실측필요,
PT0531,1,1,Open페이퍼박스(커스텀/Small),부재(레코드추가),커스텀사이즈,기타참고,
PT3655,1,1,Start틴케이스,존재(규격공백),,실측필요,
PT4307,1,1,그래픽배너대용량보조배터리,부재(레코드추가),,실측필요,
PT4476,1,1,스탠리슬림보틀,존재(규격공백),,실측필요,
PT2387,1,1,디자이너노트,부재(레코드추가),138x200mm,2D_P1파서필요,
PT1810,1,1,플레인USB,부재(레코드추가),,실측필요,
PT4419,1,1,브랜디드피규어,부재(레코드추가),,실측필요,
PT1913,1,1,컬러풀노트패드,부재(레코드추가),,실측필요,
PT1550,1,1,클라우드피크닉매트(1인용),부재(레코드추가),730*1000,2D_P1파서필요,
PT4797,1,1,밀크에코컵,부재(레코드추가),,실측필요,
PT2822,1,1,레디고런치박스,존재(규격공백),,실측필요,
PT1381,1,1,에디션골프공6구,부재(레코드추가),,실측필요,
PT3796,1,1,슬로건 맨투맨,부재(레코드추가),헤비 맨투맨,기타참고,
PT3988,1,1,굿데이 볼캡,부재(레코드추가),,실측필요,
PT3811,1,1,인마이백 피크닉매트,부재(레코드추가),,실측필요,
PT1290,1,1,긴급,부재(레코드추가),,실측필요,
PT3632,1,1,아쿠아스노클링마스크,존재(규격공백),,실측필요,
PT3848,1,1,미스트 워터보틀,부재(레코드추가),,실측필요,
PT3697,1,1,레더라벨 캠핑체어,존재(규격공백),,실측필요,
PT4598,1,1,슈가케인 텀블러,부재(레코드추가),285x65,2D_P1파서필요,
PT5394,1,1,슬림 터보선풍기,부재(레코드추가),,실측필요,
PT4775,1,1,해피웨이 런치백,부재(레코드추가),,실측필요,
PT5283,1,1,미니어처 NFC 키링,부재(레코드추가),,실측필요,
PT3176,1,1,아쿠아 스노클링 마스크,부재(레코드추가),,실측필요,
PT4589,1,1,라이트 샤오미펜,부재(레코드추가),,실측필요,
PT4585,1,1,샤인 미러 키링,부재(레코드추가),"[샘플은 본제작과 동일한 옵션으로 제작]
1) 기본 키링만 선택할 경우 : 기본키링(O링결합) + 고객 선택 줄타입(니켈컬러)

2) 서브 키링도 선택할 경우 : 기본키링(O링결합) + 서브키링(O링결합) _ 고객 선택 줄타입(니켈컬러)

3) 부자재 컬러: O링, 줄 모두 니켈컬러

[포장방식]
1) 샘플은 기성 OPP 포장하여 출고",3D_복사가능,
PT5255,1,1,스테이 텀블러,부재(레코드추가),,실측필요,
