표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
잔여분(단품박스6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(더블업트래블파우치(Small)4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(더블업파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(더스트백3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데스크테리어매트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데일리머그1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데일리머그컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데일리짐색(단품)4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데일리짐색2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코무선가습기1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커10 ),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커15,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(데코스티커15),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커17,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(데코스티커2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커20,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(데코스티커3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커30,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
잔여분(데코스티커5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
잔여분(데코스티커6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(데코스티커8),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(도킹형배터리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트(1)5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트10,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=15
잔여분(디자이너노트10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=9
잔여분(디자이너노트11),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트18,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(디자이너노트20,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트2종10개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(디자이너노트4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
잔여분(디자이너노트5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
잔여분(디자이너노트6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트8,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(디자이너노트8),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(디퓨져2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뚜껑박스2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뚜껑박스3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(라미사파리펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(라미펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(라미펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(라이트캘린더2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(라이트캘린더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(런치박스3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(레더스킨다이어리(표준)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(레디고런치박스1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(로고스트랩파우치1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(로고스트랩파우치2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(로고스트랩파우치2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(로고스트랩파우치3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리마커블칫솔살균기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=6
잔여분(리마커블칫솔살균기1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리마커블칫솔살균기2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리마커블칫솔살균기3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리멤버타투스티커5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리멤버탁상시계1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리유저블캘린더1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리유저블캘린더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리유저블캘린더3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리유저블캘린더벌크2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리유저블컵,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리유저블컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리유저블텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리틀빅리유저블컵(반투명.아이보리)2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리틀빅리유저블컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(리틀빅리유저블컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리틀빅리유저블컵2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리틀빅리유저블컵3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(리틀빅리유저블컵4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(리틀빅리유저블컵4+칫솔8+파우치5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(마그텟배터리1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(마우스패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(매트블랙텀블러-슬리브없음 1개),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(매트블랙텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=7
잔여분(매트블랙텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=14
잔여분(매트블랙텀블러1-슬리브없음),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(매트블랙텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
잔여분(매트블랙텀블러2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(매트블랙텀블러3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(매트블랙텀블러3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(머그3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(머그컵1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(머그컵5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메모지2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(메모패드3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메세지스트랩2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메세지캐리어파우치2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메세지캐리어파우치키트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메시지캐리어파우치-파우치없음)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(메시지케리어1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(명함지갑1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(명함지갑2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(뮤지엄머그2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뮤지엄머그4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미르텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(미르텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미르텀블러2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미르텀블러2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미스트보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미스트보틀1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(미스트보틀2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(미스트보틀2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미스트보틀3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미스트워터보틀1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(미스트워터보틀2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(박스슬리브2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밤부칫솔10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밤부칫솔2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밤부칫솔3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밤부칫솔3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=5
잔여분(밤부칫솔5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(밤부칫솔6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(방향제2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(방향제3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류메모2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(밸류메모3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류메모5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류메모지1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류메모지5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다어리2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(밸류보드다이어리3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(밸류보드다이어리7,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뱃지1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뱃지5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(뱃지8,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버튼링노트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버티컬무선충전패드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버티컬무선충전패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(버티컬무선충전패드2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버티컬무충4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버티컬무충패드,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(버티컬무충패드1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(버티컬무충패드2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(버티컬무충패드4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(베이직도킹형보조배터리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(베이직도킹형보조배터리1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(베이직도킹형보조배터리2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(벨류보드다이어리3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(볼마커1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(볼마커10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(볼마커2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(볼마커3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드잇1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(브랜드잇1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드잇2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(브랜드잇2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드잇3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드잇4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드잇5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜드피규어2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드노트북백1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드노트북백1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드노트북백2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드타월1,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
잔여분(브랜디드타월2,굿즈명,,수기,0.50,보류,jaccard score=0.50 freq=1
잔여분(브랜디드피규어1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드피규어2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드피규어2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드피규어3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(브랜디드피규어3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드피규어세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜디드피규어키트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랜딩텍10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랭드피규어1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브랭킷1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브릭메모&캘린더스탠드2.0,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브릭메모&캘린더스탠드2.0키트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브릭메모&캘린더스탠드세트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브릭용캘린더10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브링유어컵1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브링유어컵1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(브링유어컵2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(브링유어텀블러3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(블랙펜2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(블랭킷1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(블랭킷1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(블랭킷2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(블랭킷무릎담요1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(비치타올1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(비치타올2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(사각스티커남은수량),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(새니타이저4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(샤쉐향3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(샤오미마우스1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(센텐스펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(센텐스펜7),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(셀렉티브전동오프너1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(손거울1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(수면안대1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(수면안대3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈가케인텀블러(빨대),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈가케인텀블러1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(슈가케인펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(슈가케인펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈가케인펜2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈가케인펜4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈가펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(슈가펜3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슈즈백3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스라이드지퍼백4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠드-업 칫솔세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠드-업칫솔1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠드-업칫솔세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=4
잔여분(스탠드업칫솔1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠드업칫솔3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠드업칫솔4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠딩선풍기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스탠리데일리텀블러1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스텐머그1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(스텐머그1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스텐머그2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스트레치사원증홀더2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티치노트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티치노트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티치노트2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티치노트2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(스티치노트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(스티치노트3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티치노트5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티커10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티커2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스티커5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스틱2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스펙트럼컬러펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(스펙트럼컬러펜1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(스포츠보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스포츠타올1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스프링노트2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(스프링노트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(스프링노트3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(스프링노트4,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(스프링노트5,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=8
잔여분(스프링노트5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=3
잔여분(스프링노트6,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬라이드지퍼백14),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬라이드지퍼백5),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(슬로건다이어리(표준)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬로건다이어리(표준)1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬로건다이어리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬로건타올2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬리브17,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬림 터보선풍기1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬림보틀(화이트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(슬림보틀1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(시그니차다이어리1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(시그니처다이어리(표준)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(시그니처다이어리1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(시그니처다이어리16),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(시그니처다이어리2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(심볼릭스테들러:필기구4종세트1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(심볼릭스테들러:필기구4종세트1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(싸파리뚜껑박스2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(썸네일캘린더4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씨드키트3,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씨드키트셋트4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씨앗3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씬페이퍼10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씬페이퍼봉투+스티커10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씬페이퍼봉투+스티커6),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씬페이퍼봉투+스티커9),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(씬페이퍼봉투10),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(아이콘 케이블홀더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(아이콘홀더1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(아크릴아이콘펜1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(아트워크레더다이어리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(안전봉투1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(액티브 스포츠 타월2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(양우산1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(양우산1),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(어썸그립1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(어태치보조배터리(C타입1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(어태치보조배터리2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(에디트캘린더2),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(에디트캘린더3),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(에디트캘린더4),굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(에코백)1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
잔여분(에코백1,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=2
잔여분(오일-클린코튼2,굿즈명,,수기,0.00,보류,unmatched score=0.00 freq=1
