표준키,키유형,TMS_견적코드,매칭방식,매칭신뢰도,검증상태,근거
몰스킨 노트 키트,굿즈명,MOLN,유사,0.50,미검증,jaccard score=0.50 freq=2
몰스킨 다이어리,굿즈명,MOLD,정확,1.00,확정,jaccard score=1.00 freq=1
몰스킨 데일리 노트,굿즈명,MOLN,정확,1.00,확정,name2code score=1.00 freq=2
몰스킨2026다이어리,굿즈명,MOLD,정확,1.00,확정,jaccard score=1.00 freq=8
몰스킨데일리노트,굿즈명,MOLN,정확,1.00,확정,jaccard score=1.00 freq=3
뮤지엄 머그,굿즈명,MMUG,정확,1.00,확정,name2code score=1.00 freq=3
뮤지엄머그,굿즈명,MMUG,정확,1.00,확정,jaccard score=1.00 freq=40
미니가든 피규어 세트(스티커X),굿즈명,ISGK,정확,1.00,확정,name2code score=1.00 freq=1
미니가든 피규어 세트(스티커o),굿즈명,ISGK,정확,1.00,확정,name2code score=1.00 freq=1
미니멀 스텐머그,굿즈명,MSTM,정확,1.00,확정,name2code score=1.00 freq=5
미니멀 스텐머그(단품),굿즈명,MSTM,정확,1.00,확정,name2code score=1.00 freq=1
미니멀무선충전마우스패드(맥스),굿즈명,WLMM,정확,1.00,확정,jaccard score=1.00 freq=4
미니멀무선충전마우스패드(스탠다드),굿즈명,WLMS,정확,1.00,확정,jaccard score=1.00 freq=13
미니멀무선충전마우스패드(스플릿),굿즈명,WLMP,정확,1.00,확정,jaccard score=1.00 freq=10
미니멀무선충전마우스패드(와이드),굿즈명,WLMW,정확,1.00,확정,jaccard score=1.00 freq=7
미니멀스텐머그,굿즈명,MSTM,정확,1.00,확정,jaccard score=1.00 freq=73
미니멀스텐머그 -,굿즈명,MSTM,정확,1.00,확정,jaccard score=1.00 freq=1
미니멀스텐머그 박스 (벌크),굿즈명,MSTM,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
미니멀스텐머그 스티커 (벌크),굿즈명,MSTM,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
미니멀스텐머그1,굿즈명,MSTM,정확,1.00,확정,jaccard score=1.00 freq=1
미니멀스텐머그1),굿즈명,MSTM,정확,1.00,확정,jaccard score=1.00 freq=1
미니멀스텐머그3,굿즈명,MSTM,정확,1.00,확정,jaccard score=1.00 freq=1
미니어처 NFC 키링,굿즈명,MNFC,정확,1.00,확정,name2code score=1.00 freq=12
미니어처NFC키링,굿즈명,MNFC,정확,1.00,확정,jaccard score=1.00 freq=2
미니파우치1,굿즈명,TCMP,유사,0.50,미검증,jaccard score=0.50 freq=1
미니파우치2,굿즈명,TCMP,유사,0.50,미검증,jaccard score=0.50 freq=1
미르(MiiR) 텀블러,굿즈명,MIRT,정확,1.00,확정,jaccard score=1.00 freq=10
미르(MiiR)텀블러,굿즈명,MIRT,정확,1.00,확정,jaccard score=1.00 freq=58
미르(MiiR)텀블러 (인쇄O),굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
미르(MiiR)텀블러 (인쇄X),굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
미르(MiiR)텀블러 여분,굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
미르(MiiR)텀블러(12oz),굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
미르(MiiR)텀블러(16oz),굿즈명,MIRT,유사,0.75,미검증,jaccard score=0.75 freq=1
미르(MiiR)텀블러1,굿즈명,MIRT,정확,1.00,확정,jaccard score=1.00 freq=2
미르(MiiR)텀블러1),굿즈명,MIRT,정확,1.00,확정,jaccard score=1.00 freq=2
미르(MiiR)텀블러150,굿즈명,MIRT,정확,1.00,확정,jaccard score=1.00 freq=1
미르(MiiR)텀블러[B1],굿즈명,MIRT,유사,0.50,미검증,jaccard score=0.50 freq=1
미르(MiiR)텀블러[B2],굿즈명,MIRT,유사,0.50,미검증,jaccard score=0.50 freq=1
미스트 워터보틀,굿즈명,MIST,정확,1.00,확정,name2code score=1.00 freq=4
미스트워터보틀,굿즈명,MIST,정확,1.00,확정,jaccard score=1.00 freq=60
밀크 에코컵,굿즈명,MKEC,정확,1.00,확정,name2code score=1.00 freq=1
밀크에코컵,굿즈명,MKEC,정확,1.00,확정,jaccard score=1.00 freq=17
바스켓_리드_오트밀,굿즈명,BSKP,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
바스켓_바디_오트밀,굿즈명,BSKP,유사,0.50,미검증,jaccard_norm score=0.50 freq=1
바이브 캠핑쿨러,굿즈명,VBCC,정확,1.00,확정,name2code score=1.00 freq=7
바이브 캠핑쿨러 (인쇄),굿즈명,VBCC,정확,1.00,확정,name2code score=1.00 freq=1
바이브 캠핑쿨러 (인쇄X),굿즈명,VBCC,정확,1.00,확정,name2code score=1.00 freq=1
바이브 캠핑쿨러 키트,굿즈명,VBCC,유사,0.67,미검증,jaccard score=0.67 freq=1
바이브캠핑쿨러,굿즈명,VBCC,정확,1.00,확정,jaccard score=1.00 freq=18
밸류 메모큐브,굿즈명,VMCM,정확,1.00,확정,name2code score=1.00 freq=4
밸류 메모큐브 1),굿즈명,VLMS,정확,1.00,확정,jaccard score=1.00 freq=1
밸류 메모큐브1),굿즈명,VLMS,정확,1.00,확정,jaccard score=1.00 freq=1
밸류 무선충전 마우스패드,굿즈명,SMMP,정확,1.00,확정,name2code score=1.00 freq=5
밸류메모큐브,굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=4
밸류메모큐브(M),굿즈명,VLMM,정확,1.00,확정,jaccard score=1.00 freq=30
밸류메모큐브(M)1,굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=4
밸류메모큐브(M)1),굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=1
밸류메모큐브(M)2 브랜디파이핸드스트랩2,굿즈명,VMCM,유사,0.50,미검증,jaccard score=0.50 freq=1
밸류메모큐브(S),굿즈명,VLMS,정확,1.00,확정,jaccard score=1.00 freq=9
밸류메모큐브(S)3,굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=1
밸류메모큐브(S)400,굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=1
밸류메모큐브(XS),굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=9
밸류메모큐브(ver2),굿즈명,VMCM,유사,0.50,미검증,jaccard score=0.50 freq=1
밸류메모큐브6),굿즈명,VMCM,정확,1.00,확정,jaccard score=1.00 freq=1
밸류무선충전마우스패드,굿즈명,SMMP,정확,1.00,확정,jaccard score=1.00 freq=26
밸류보드다이어리,굿즈명,VABD,정확,1.00,확정,jaccard score=1.00 freq=4
밸류보드다이어리(커스텀내지),굿즈명,VABD,정확,1.00,확정,jaccard_norm score=1.00 freq=2
밸류보드다이어리(표준),굿즈명,VABD,정확,1.00,확정,jaccard_norm score=1.00 freq=10
버티컬 무선충전 패드,굿즈명,VWPD,정확,1.00,확정,jaccard score=1.00 freq=1
버티컬 무선충전패드,굿즈명,VWPD,정확,1.00,확정,name2code score=1.00 freq=5
버티컬 무선충전패드 UV_4도,굿즈명,VWPD,유사,0.67,미검증,jaccard score=0.67 freq=1
버티컬 무선충전패드 UV_화이트1색,굿즈명,VWPD,유사,0.67,미검증,jaccard score=0.67 freq=1
버티컬 무선충전패드1,굿즈명,VWPD,정확,1.00,확정,jaccard score=1.00 freq=1
버티컬무선충전패드,굿즈명,VWPD,정확,1.00,확정,jaccard score=1.00 freq=44
베이직 도킹형 보조배터리,굿즈명,BASD,정확,1.00,확정,name2code score=1.00 freq=4
베이직 무선충전 마우스패드,굿즈명,BMMP,정확,1.00,확정,name2code score=1.00 freq=9
베이직도킹형보조배터리,굿즈명,BASD,정확,1.00,확정,jaccard score=1.00 freq=58
베이직무선충전마우스패드,굿즈명,BMMH,정확,1.00,미검증,jaccard score=1.00 freq=23 ambiguous-name:BMMH|BMMP
베이직무선충전마우스패드(500개미만),굿즈명,BMMH,정확,1.00,미검증,jaccard_norm score=1.00 freq=1 ambiguous-name:BMMH|BMMP
베케이션 여권 케이스,굿즈명,VCIT,정확,1.00,확정,jaccard score=1.00 freq=1
베케이션 여권케이스,굿즈명,VCIT,정확,1.00,확정,name2code score=1.00 freq=4
베케이션 여권케이스498,굿즈명,VCIT,정확,1.00,확정,jaccard score=1.00 freq=1
베케이션여권케이스,굿즈명,VCIT,정확,1.00,확정,jaccard score=1.00 freq=45
베케이션여권케이스 (+박스),굿즈명,VCIT,정확,1.00,확정,jaccard_norm score=1.00 freq=1
보조배터리 8핀)50,굿즈명,ATCB,유사,0.50,미검증,jaccard score=0.50 freq=1
보조배터리1,굿즈명,ATCB,유사,0.50,미검증,jaccard score=0.50 freq=1
보조배터리1),굿즈명,ATCB,유사,0.50,미검증,jaccard score=0.50 freq=1
불박(슬로건 다이어리),굿즈명,SLGN,유사,0.50,미검증,jaccard score=0.50 freq=1
브랜드 스트랩 단우산,굿즈명,BRSU,정확,1.00,확정,name2code score=1.00 freq=10
브랜드-잇,굿즈명,BRDT,정확,1.00,확정,name2code score=1.00 freq=87
브랜드-잇 300개개,굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=1
브랜드-잇 내지,굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=2
브랜드-잇 여분20,굿즈명,BRDT,유사,0.50,미검증,jaccard score=0.50 freq=1
브랜드-잇1,굿즈명,BRDT,정확,1.00,확정,jaccard score=1.00 freq=2
브랜드-잇2,굿즈명,BRDT,정확,1.00,확정,jaccard score=1.00 freq=2
브랜드-잇50,굿즈명,BRDT,정확,1.00,확정,jaccard score=1.00 freq=1
브랜드스트랩단우산,굿즈명,BRSU,정확,1.00,확정,jaccard score=1.00 freq=84
브랜드팝 클리어 키링,굿즈명,BCAK,정확,1.00,확정,name2code score=1.00 freq=5
브랜드팝 클리어 키링2,굿즈명,BCAK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜드팝 키링,굿즈명,BCAK,유사,0.67,미검증,jaccard score=0.67 freq=1
브랜드팝클리어키링,굿즈명,BCAK,정확,1.00,확정,jaccard score=1.00 freq=43
브랜디드 노트북백,굿즈명,BRDD,정확,1.00,확정,name2code score=1.00 freq=6
브랜디드 노트북백 55=1,굿즈명,BRDD,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드 노트북백 키트,굿즈명,BRDD,유사,0.67,미검증,jaccard score=0.67 freq=1
브랜디드 타월,굿즈명,BDTW,정확,1.00,확정,name2code score=1.00 freq=9
브랜디드 피규어,굿즈명,BRPR,정확,1.00,확정,name2code score=1.00 freq=17
브랜디드 피규어 + 플라워 피규어 방향제,굿즈명,BRPR,유사,0.50,미검증,jaccard score=0.50 freq=1
브랜디드 피규어 세트,굿즈명,BRPR,유사,0.67,미검증,jaccard score=0.67 freq=1
브랜디드 피규어 키링,굿즈명,BRPK,정확,1.00,확정,name2code score=1.00 freq=30
브랜디드 피규어 키링 A1 (주황색 ),굿즈명,BRPK,유사,0.75,미검증,jaccard score=0.75 freq=1
브랜디드 피규어 키링 A1 (주황색),굿즈명,BRPK,유사,0.75,미검증,jaccard score=0.75 freq=1
브랜디드 피규어 키링 A2 (파란색),굿즈명,BRPK,유사,0.75,미검증,jaccard score=0.75 freq=3
브랜디드 피규어 키링1,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드 피규어(남자),굿즈명,BRPR,정확,1.00,확정,name2code score=1.00 freq=1
브랜디드 피규어(여자),굿즈명,BRPR,정확,1.00,확정,name2code score=1.00 freq=1
브랜디드 피규어1),굿즈명,BRPR,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드노트북백,굿즈명,BRDD,정확,1.00,확정,jaccard score=1.00 freq=46
브랜디드노트북백 (단품),굿즈명,BRDD,정확,1.00,확정,jaccard_norm score=1.00 freq=1
브랜디드노트북백(stock),굿즈명,BRDD,정확,1.00,확정,jaccard_norm score=1.00 freq=12
브랜디드타월 + Solid스탠다드G형박스(L사이즈),굿즈명,SOLD,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:SCGB|SOLD
브랜디드피규어,굿즈명,BRPR,정확,1.00,확정,jaccard score=1.00 freq=132
브랜디드피규어 키링,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어(개별파츠),굿즈명,BRPR,정확,1.00,확정,jaccard_norm score=1.00 freq=1
브랜디드피규어(키링),굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=18
브랜디드피규어_키링,굿즈명,BRPR,정확,1.00,확정,jaccard_norm score=1.00 freq=3
브랜디드피규어키링,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=198
브랜디드피규어키링 (1)1,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링 (2)1,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=2
브랜디드피규어키링 500=7,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링(1),굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링(핸드블록),굿즈명,BRPK,유사,0.50,미검증,jaccard score=0.50 freq=1
브랜디드피규어키링18,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링2,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링21,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링3),굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=1
브랜디드피규어키링50,굿즈명,BRPK,정확,1.00,확정,jaccard score=1.00 freq=2
브랜디파이핸드스트랩,굿즈명,BRDF,정확,1.00,확정,jaccard score=1.00 freq=11
브릭 메모&캘린더 스탠드 2.0,굿즈명,BMCH,정확,1.00,확정,jaccard score=1.00 freq=4
브릭 메모&캘린더 스탠드 2.0 키트,굿즈명,BMCH,유사,0.75,미검증,jaccard score=0.75 freq=5
브릭 메모&캘린더 스탠드 2.0키트2,굿즈명,BMCH,유사,0.75,미검증,jaccard score=0.75 freq=1
브릭 메모&캘린더 스탠드 키트 2.0,굿즈명,BMCH,유사,0.75,미검증,jaccard score=0.75 freq=2
브릭메모&캘린더스탠드,굿즈명,BMCH,정확,1.00,확정,jaccard score=1.00 freq=2
브릭스탠드 멀티충전기,굿즈명,BSMC,정확,1.00,확정,name2code score=1.00 freq=8
브릭스탠드멀티충전스테이션,굿즈명,BSMC,정확,1.00,확정,jaccard score=1.00 freq=10
브릭스탠드멀티충전스테이션 (패드),굿즈명,BSMC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
브릭스탠드멀티충전스테이션(남자),굿즈명,BSMC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
브릭스탠드멀티충전스테이션(여자),굿즈명,BSMC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
브링유어컵,굿즈명,BYCT,유사,0.50,미검증,jaccard score=0.50 freq=1
브링유어컵1,굿즈명,BYCT,유사,0.50,미검증,jaccard score=0.50 freq=2
브링유어컵텀블러,굿즈명,BYCT,정확,1.00,확정,jaccard score=1.00 freq=9
블랙 2XL,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 3XL,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 L,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 M,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 S,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 XL,굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙 쇼핑백,굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
블랙)(32),굿즈명,ALBP,정확,1.00,확정,jaccard score=1.00 freq=1
블랙쇼핑백,굿즈명,BSPB,정확,1.00,확정,name2code score=1.00 freq=2
블랭킷 택+끈 (2종 X 255개),굿즈명,FUBM,유사,0.50,미검증,jaccard score=0.50 freq=1
블랭킷1,굿즈명,FUBM,유사,0.50,미검증,jaccard score=0.50 freq=2
블랭킷2,굿즈명,FUBM,유사,0.50,미검증,jaccard score=0.50 freq=1
블루투스 키보드,굿즈명,STBK,유사,0.67,미검증,jaccard score=0.67 freq=1
블루투스 키보드 단품,굿즈명,STBK,유사,0.50,미검증,jaccard score=0.50 freq=1
비주얼PD고속충전기65W,굿즈명,VSPD,정확,1.00,확정,jaccard score=1.00 freq=7
비주얼핏 키캡키링,굿즈명,KYCP,정확,1.00,확정,name2code score=1.00 freq=14
비치타월,굿즈명,BCTL,유사,0.50,미검증,jaccard score=0.50 freq=16
사원증 홀더,굿즈명,STHD,유사,0.67,미검증,jaccard score=0.67 freq=1
샤오미펜1),굿즈명,LXMP,유사,0.50,미검증,jaccard score=0.50 freq=1
샤인 미러 키링,굿즈명,SMAK,정확,1.00,확정,name2code score=1.00 freq=3
샤인미러키링,굿즈명,SMAK,정확,1.00,확정,jaccard score=1.00 freq=10
센텐스 펜,굿즈명,STCP,정확,1.00,확정,name2code score=1.00 freq=2
센텐스펜,굿즈명,STCP,정확,1.00,확정,jaccard score=1.00 freq=32
셀렉티브 전동오프너&와인잔 세트,굿즈명,WWST,정확,1.00,확정,name2code score=1.00 freq=3
셀렉티브전동오프너&와인잔세트,굿즈명,WWST,정확,1.00,확정,jaccard score=1.00 freq=15
소프트터치블루투스키보드,굿즈명,STBK,정확,1.00,확정,jaccard score=1.00 freq=24
손거울2),굿즈명,DRSU,유사,0.50,미검증,jaccard score=0.50 freq=1
손거울3,굿즈명,DRSU,유사,0.50,미검증,jaccard score=0.50 freq=1
솔리드 레디백,굿즈명,SORB,정확,1.00,확정,name2code score=1.00 freq=2
솔리드 레디백 키트,굿즈명,SORB,유사,0.67,미검증,jaccard score=0.67 freq=2
수면안대,굿즈명,STSM,유사,0.50,미검증,jaccard score=0.50 freq=3
수면안대1,굿즈명,STSM,유사,0.50,미검증,jaccard score=0.50 freq=1
수면안대2,굿즈명,STSM,유사,0.50,미검증,jaccard score=0.50 freq=1
슈가케인 텀블러 바디,굿즈명,SGCN,유사,0.67,미검증,jaccard score=0.67 freq=1
슈가케인 펜,굿즈명,SCPN,정확,1.00,확정,name2code score=1.00 freq=5
슈가케인 펜(샘플)-,굿즈명,SCPN,유사,0.50,미검증,jaccard score=0.50 freq=1
슈가케인텀블러,굿즈명,SGCN,정확,1.00,확정,jaccard score=1.00 freq=29
슈가케인텀블러(빨대),굿즈명,SGCN,정확,1.00,확정,jaccard_norm score=1.00 freq=10
슈가케인텀블러(빨대포함),굿즈명,SGCT,정확,1.00,확정,jaccard score=1.00 freq=4
슈가케인펜,굿즈명,SCPN,정확,1.00,확정,jaccard score=1.00 freq=154
슈가케인펜 (스티커 미부착),굿즈명,SCPN,정확,1.00,확정,jaccard_norm score=1.00 freq=1
슈가케인펜 (스티커 부착),굿즈명,SCPN,정확,1.00,확정,jaccard_norm score=1.00 freq=1
슈가케인펜(단품),굿즈명,SCPN,정확,1.00,확정,jaccard_norm score=1.00 freq=1
슈가케인펜(벌크),굿즈명,SCPN,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스타일 수면안대,굿즈명,STSM,정확,1.00,확정,name2code score=1.00 freq=7
스타일수면안대,굿즈명,STSM,정확,1.00,확정,jaccard score=1.00 freq=44
스타트 씨드키트,굿즈명,SEED,정확,1.00,확정,name2code score=1.00 freq=11
스타트씨드키트,굿즈명,SEED,정확,1.00,확정,jaccard score=1.00 freq=107
스탠드-업 칫솔,굿즈명,STNB,정확,1.00,확정,name2code score=1.00 freq=4
스탠드-업 칫솔1,굿즈명,STNB,정확,1.00,확정,jaccard score=1.00 freq=1
스탠드-업 칫솔1),굿즈명,STNB,정확,1.00,확정,jaccard score=1.00 freq=1
스탠드-업 칫솔2,굿즈명,STNB,정확,1.00,확정,jaccard score=1.00 freq=1
스탠드-업칫솔,굿즈명,STNB,정확,1.00,확정,jaccard score=1.00 freq=53
스탠딩 휴대용 선풍기,굿즈명,STPF,정확,1.00,확정,name2code score=1.00 freq=13
스탠딩 휴대용 선풍기 (LUMENA 272),굿즈명,STPF,정확,1.00,확정,name2code score=1.00 freq=1
스탠딩 휴대용 선풍기 LUMENA,굿즈명,STPF,유사,0.75,미검증,jaccard score=0.75 freq=1
스탠딩휴대용선풍기,굿즈명,STPF,정확,1.00,확정,jaccard score=1.00 freq=12
스탠딩휴대용선풍기 (OS),굿즈명,STPF,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스탠리 데일리 텀블러,굿즈명,STLD,정확,1.00,확정,name2code score=1.00 freq=10
스탠리 데일리 텀블러1),굿즈명,STLD,정확,1.00,확정,jaccard score=1.00 freq=1
스탠리 데일리 텀블러100,굿즈명,STLD,정확,1.00,확정,jaccard score=1.00 freq=1
스탠리데일리텀블러,굿즈명,STLD,정확,1.00,확정,jaccard score=1.00 freq=45
스탠리슬림보틀,굿즈명,STLS,정확,1.00,확정,jaccard score=1.00 freq=21
스탠바이 빅팬선풍기,굿즈명,FANB,정확,1.00,확정,name2code score=1.00 freq=6
스테이 텀블러,굿즈명,TMBS,정확,1.00,확정,name2code score=1.00 freq=13
스테이 텀블러1,굿즈명,TMBS,정확,1.00,확정,jaccard score=1.00 freq=1
스테이쿨넥쿨러,굿즈명,STCN,정확,1.00,확정,jaccard score=1.00 freq=8
스테이텀블러,굿즈명,TMBS,정확,1.00,확정,jaccard score=1.00 freq=3
스텐머그1,굿즈명,UMUG,유사,0.50,미검증,jaccard score=0.50 freq=1
스텐머그1),굿즈명,UMUG,유사,0.50,미검증,jaccard score=0.50 freq=1
스트랩,굿즈명,MSST,유사,0.50,미검증,jaccard score=0.50 freq=1
스트랩1,굿즈명,MSST,유사,0.50,미검증,jaccard score=0.50 freq=1
스트랩302,굿즈명,MSST,유사,0.50,미검증,jaccard score=0.50 freq=1
스트랩4,굿즈명,MSST,유사,0.50,미검증,jaccard score=0.50 freq=1
스트레치 사원증 홀더,굿즈명,STHD,정확,1.00,확정,name2code score=1.00 freq=1
스트레치사원증홀더,굿즈명,STHD,정확,1.00,확정,jaccard score=1.00 freq=9
스티커,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=13
스티커(1)1,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커1,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커100,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=2
스티커12,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커12),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커2,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=2
스티커29,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커3,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커3),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커300,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커4,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커4),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커5,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=3
스티커5),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=2
스티커50,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=5
스티커6,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커6),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커7,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커8,굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스티커8),굿즈명,DECO,유사,0.50,미검증,jaccard score=0.50 freq=1
스파클링유리컵,굿즈명,SPKL,정확,1.00,확정,jaccard score=1.00 freq=6
스페이스차량용청소기,굿즈명,SPAC,정확,1.00,확정,jaccard score=1.00 freq=16
스펙트럼 컬러펜,굿즈명,SPCP,정확,1.00,확정,name2code score=1.00 freq=26
스펙트럼 컬러펜 (미포장),굿즈명,SPCP,정확,1.00,확정,name2code score=1.00 freq=1
스펙트럼 컬러펜 (포장),굿즈명,SPCP,정확,1.00,확정,name2code score=1.00 freq=1
스펙트럼 컬러펜1,굿즈명,SPCP,정확,1.00,확정,jaccard score=1.00 freq=1
스펙트럼 컬러펜1),굿즈명,SPCP,정확,1.00,확정,jaccard score=1.00 freq=1
스펙트럼 컬러펜2,굿즈명,SPCP,정확,1.00,확정,jaccard score=1.00 freq=1
스펙트럼컬러펜,굿즈명,SPCP,정확,1.00,확정,jaccard score=1.00 freq=286
스펙트럼컬러펜 (단품),굿즈명,SPCP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스펙트럼컬러펜 (벌크),굿즈명,SPCP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스펙트럼컬러펜(벌크),굿즈명,SPCP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스펙트럼컬러펜(블랙),굿즈명,ALBP,유사,0.50,미검증,jaccard score=0.50 freq=1
스펙트럼컬러펜(블루)(배경지+opp),굿즈명,SPCP,정확,1.00,확정,jaccard_norm score=1.00 freq=1
스포츠타월,굿즈명,SPTS,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트1),굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트2),굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트3,굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=3
스프링노트3),굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트4,굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트5,굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트5),굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
스프링노트6),굿즈명,FCSP,유사,0.50,미검증,jaccard score=0.50 freq=1
슬라이드 지퍼백 스티커,굿즈명,SLZB,유사,0.50,미검증,jaccard score=0.50 freq=1
슬라이드 지퍼백+스티커 -,굿즈명,SLZB,유사,0.50,미검증,jaccard score=0.50 freq=1
슬라이드지퍼백,굿즈명,HLST,유사,0.50,미검증,jaccard score=0.50 freq=5 ambiguous-name:HLST|HLSZ
슬라이드지퍼백20),굿즈명,HLST,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:HLST|HLSZ
슬라이드지퍼백5),굿즈명,HLST,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:HLST|HLSZ
슬라이드지퍼백6),굿즈명,HLST,유사,0.50,미검증,jaccard score=0.50 freq=1 ambiguous-name:HLST|HLSZ
슬로건 다이어리,굿즈명,SLGN,정확,1.00,확정,name2code score=1.00 freq=14
슬로건 다이어리 (블랙),굿즈명,SLGN,정확,1.00,확정,name2code score=1.00 freq=1
슬로건 다이어리1),굿즈명,SLGN,유사,0.67,미검증,jaccard score=0.67 freq=1
슬로건 다이어리3),굿즈명,SLGN,유사,0.67,미검증,jaccard score=0.67 freq=1
슬로건 다이어리300,굿즈명,SLGN,유사,0.67,미검증,jaccard score=0.67 freq=1
슬로건 맨투맨,굿즈명,SMTM,정확,1.00,확정,name2code score=1.00 freq=1
슬로건다이어리(표준),굿즈명,SLGN,정확,1.00,확정,jaccard score=1.00 freq=224
슬로건맨투맨,굿즈명,SMTM,정확,1.00,확정,jaccard score=1.00 freq=6
슬림 터보선풍기,굿즈명,FANC,정확,1.00,확정,jaccard score=1.00 freq=12
슬림 터보선풍기 (올리브),굿즈명,FANC,정확,1.00,확정,jaccard_norm score=1.00 freq=1
